name,latitude,longitude
Simileasca,45.16667,26.8
Simila,46.26334,27.70123
Şimian,47.48333,22.1
Şimian,44.61417,22.70722
Simeria Veche,45.83426,23.0531
Simeria,45.85,23.01667
Sâmbureşti,44.8,24.41667
Sâmbriaş,46.65,24.83333
Simbrea,46.48333,26.21667
Sâmbotin,45.13333,23.33333
Sâmbotin,45.18333,24.38333
Sâmboleni,46.80714,24.10863
Sâmboieni,47.03333,24.06667
Sâmbăteni,46.1411,21.52689
Sâmbăta Nouă,44.83937,28.40238
Sâmbăta de Sus,45.76178,24.82053
Sâmbăta de Jos,45.8113,24.82104
Sâmbăta,46.80173,22.20357
Şimandu de Sus,46.43333,21.45
Şimandu de Jos,46.41667,21.45
Şimand,46.43333,21.45
Silvașu de Sus,45.64774,22.88431
Silvașu de Jos,45.65274,22.92788
Silivașu de Câmpie,46.78333,24.3
Silvaș,47.47385,22.52262
Sillo,46.31667,25.9
Silivistrianca,44.68333,25.18333
Silivestru,44.3,26.63333
Silivaș,46.98761,23.86796
Silivaș,46.34148,23.87585
Silistraru,45.16868,27.77788
Siliştioara,43.78333,24.55
Silișteni,44.72031,24.77916
Siliștea Snagovului,44.7392,26.17942
Siliștea Nouă,47.45015,26.63636
Siliștea Gumești,44.38333,25.0
Siliștea Mică,44.35742,25.31311
Siliștea Dealului,45.01548,25.71367
Siliştea Crucii,44.03333,23.48333
Siliştea,45.25,25.2
Siliştea,45.0,25.73333
Siliștea,47.71665,26.76228
Siliștea,47.52203,26.47925
Siliștea,46.83928,27.41228
Siliștea,46.77781,26.69303
Siliștea,46.6915,27.36988
Siliștea,46.42763,27.55634
Siliștea,45.73372,27.43817
Siliştea,45.3,27.85
Siliștea,45.19141,25.3878
Siliștea,45.10634,26.29396
Siliștea,44.80174,25.4533
Siliştea,44.8,23.48333
Siliștea,44.73896,25.04469
Siliştea,44.4,28.16667
Siliştea,44.38333,25.35
Siliștea,44.36557,26.75853
Silişte,46.31667,27.0
Silișcani,47.7294,26.85481
Silineşti,47.56667,27.41667
Șilindru,47.43725,22.04683
Şilindia,46.35,21.91667
Sâlha,45.73333,21.86667
Șilea Nirajului,46.59887,24.92319
Șilea,46.32699,24.11393
Silea,44.76561,24.23793
Silagiu,45.60795,21.61075
Sila,45.35,26.38333
Sâi,47.68352,23.12254
Sihleanu,45.34964,27.65142
Sihlea,45.5,27.11667
Sigmir,47.13494,24.42754
Sigileşti,45.85,22.16667
Sighiștel,46.52004,22.544
Sighireanu,44.43333,26.95
Sighica,46.21667,27.43333
Sighetu Silvaniei,47.34957,22.8762
Sighetu Marmaţiei,47.93195,23.88603
Șigău,47.10105,23.71714
Sâg,47.07545,22.78084
Şieuţ,46.98333,24.65
Șieu-Sfântu,47.1493,24.30574
Şieu-Odorhei,47.15194,24.29159
Şieu-Măgheruş,47.08333,24.38333
Șieu,47.72462,24.22389
Şieu,47.01667,24.6
Siculeni,46.41667,25.75
Şicula,46.43333,21.75
Sicrita,44.83757,26.20237
Sicrieşu,47.68333,25.53333
Şiclod-Coastă,46.56667,25.01667
Șiclod,46.51728,25.04136
Șiclău,46.49124,21.36834
Sici,47.25747,22.87771
Sicheviţa,44.735,21.84861
Sicfa,47.09455,24.13178
Sicele,46.69435,24.29204
Sicasău,46.38333,25.36667
Sicoiești,46.34395,22.97857
Sic,46.93333,23.88333
Şibot,45.95,23.33333
Sibiu,45.8,24.15
Sibişeni,45.98333,23.48333
Sibișel,45.75,23.25
Sibişelu Nou,45.75,23.25
Sibișel,45.50666,22.9024
Sibioara,44.36325,28.55333
Sibiel,45.76667,23.91667
Sibiciu de Sus,45.33691,26.36312
Sibiciu de Jos,45.31818,26.37721
Siberia,44.08333,24.68333
Șiad,46.60535,21.98925
Șiacu,44.7559,23.1773
Sfodea,44.85915,22.60504
Sfoartea,46.52457,22.846
Sfiștofca,45.29537,29.5989
Sfârnaş,47.23333,22.1
Sfârleanca,45.09258,26.00991
Sfârcea,46.21703,23.30869
Sfârcea,44.48613,23.54661
Sfântu Vasile,44.65,27.8
Sfântu Ilie,47.63333,26.21667
Sfântu Gheorghe,46.45355,24.26593
Sfântu-Gheorghe,45.86667,25.78333
Sfântu Gheorghe,45.16667,26.53333
Sfântu Gheorghe,44.88333,29.6
Sfântu Gheorghe,44.65,26.83333
Sfântu Gheorghe,44.43524,25.6006
Sfântu Gheorghe,44.23333,25.36667
Sfântu Gheorghe,44.01566,26.03286
Sfinţeşti,44.18333,25.1
Sfânta Elena,44.67843,21.71381
Sfăraș,46.90454,23.09902
Sfăcăru,45.10785,26.16614
Severinești,44.69364,22.94609
Șeușa,46.05988,23.62784
Șeulia de Mureș,46.41589,24.2472
Seuca,46.33061,24.32907
Seuca,45.01021,23.03344
Şeţu,45.36667,26.33333
Şeţu,45.28333,25.71667
Şetrari,44.9,24.56667
Șesuri,46.5071,26.5715
Șesuri,46.09681,22.92606
Șesuri,47.59737,24.96158
Şesu Mânăstirei,47.73333,24.21667
Şesu cu Plopi,45.63333,26.96667
Şesu,47.65,24.66667
Şerpeşti,46.56667,23.8
Șerpenița,48.03171,27.09697
Șerpeni,46.61443,26.69983
Sericu,44.28552,25.43809
Șerghiș,46.9804,22.23998
Sergheşti,47.71667,26.1
Sergent Ionel Ștefan,44.92321,27.21959
Șerel,45.48383,23.05191
Șeredeiu,47.11023,22.95167
Sereca,45.7816,23.18275
Serdanu,44.62732,25.63124
Șercăița,45.74649,25.12229
Şercaia,45.83333,25.13333
Șerbotești,46.80944,27.7777
Șerboeni,44.63818,24.89355
Şerboaia,46.2,23.05
Șerbeștii Vechi,45.42098,27.87814
Șerbești,46.87751,27.84939
Șerbești,46.70187,26.92498
Șerbești,45.92261,26.9707
Șerbeni,46.71475,24.86648
Șerbăuți,47.82684,26.14009
Şerban Vodă,44.38333,26.08333
Ștefan Vodă,46.31692,26.5125
Şerbanu,45.18333,27.93333
Şerbănica,44.38333,26.23333
Șerbăneștii de Sus,44.3366,24.68306
Şerbăneşti,46.8,26.88333
Şerbăneşti,46.58333,26.93333
Şerbăneşti,45.08333,25.41667
Șerbănești,47.81014,26.31922
Şerbăneşti,46.36667,23.2
Șerbănești,46.16588,27.29896
Şerbăneşti,45.61667,27.53333
Șerbănești,45.27418,24.36641
Șerbănești,45.20038,25.04746
Şerbăneşti,45.05837,24.14812
Șerbănești,44.94404,23.99229
Șerbănești,44.68142,24.99236
Șerbănești,44.58783,24.24427
Şerbăneşti,44.33333,24.7
Şerbăneasca,44.28333,26.45
Șerbăneasa,45.07724,25.58116
Șerbăneasa,44.98259,24.40796
Șerani,47.03841,22.68098
Ser,47.37832,22.96329
Șepreuș,46.57125,21.73417
Senetea,46.63546,25.59287
Senereuș,46.33411,24.65091
Șendrulești,45.20996,24.54503
Șendroaia,47.44806,24.16592
Şendriceni,47.95,26.3
Şendreşti-Sat,46.38333,27.43333
Şendreşti-Răzeşi,46.38333,27.43333
Șendrești,46.38448,27.43157
Șendreni,47.53803,26.8741
Șendreni,47.35715,27.58448
Şendreni,45.4,27.91667
Senced,46.36667,25.23333
Șemlacu Mic,45.34963,21.41291
Șemlacu Mare,45.36391,21.4414
Semlac,46.11667,20.93333
Semenea,46.60748,27.37258
Selișteni,44.67256,22.84299
Seliștea,48.12096,26.68147
Seliștea,46.4659,22.02651
Seliștea,44.97591,22.64996
Selişte,46.28333,23.08333
Seliște,46.02958,22.3893
Seliștat,45.98645,24.86306
Şelimbăr,45.76667,24.2
Seleuș,46.24261,24.69427
Seleuş,47.01667,21.96667
Seleuş,46.38333,21.71667
Seleuș,46.3628,24.58871
Seliștiuța,44.49423,23.1026
Sălăjeni,46.36769,22.18819
Şelaru,44.47667,25.29997
Şelari de la Calea Pietroasă,45.3,25.1
Șelari,45.2833,25.10236
Șelăreasca,44.44008,24.77695
Şeitin,46.1,20.85
Șeinoiu,44.44081,26.57875
Seini,47.75,23.28333
Şeineasca,45.08333,27.0
Seimenii Mici,44.37127,28.0695
Seimeni,44.38333,28.06667
Şeica Mică,46.05,24.13333
Şeíca Mare,46.01667,24.15
Segleț,44.26719,23.4075
Seghişte,46.53333,22.48333
Segarcea Vale,43.81667,24.8
Segarcea-Deal,43.82548,24.8402
Segarcea,44.43333,24.28333
Segarcea,44.1,23.75
Segaj,46.38175,22.85982
Sădinca,45.9822,24.03946
Sederhat,46.21404,21.1569
Secusigiu,46.08333,20.98333
Securiceni,47.57715,26.34609
Securicea,44.47194,22.71806
Seculești,44.558,23.88236
Secuiu,45.48333,26.41667
Secui,44.19186,23.86319
Secuieni,46.65,27.1
Secuia,46.5643,27.80161
Secuienii Noi,46.84596,26.88448
Secuieni,46.85,26.83333
Secuieni,46.26173,24.97457
Secu,46.91667,26.23333
Secu,46.91667,25.33333
Secu,46.9746,26.03149
Secu,46.88333,26.03333
Secu,45.26998,21.97943
Secu,44.46667,23.3
Seciurile,45.02077,23.73248
Seciuri,45.23195,25.72758
Seciu,45.38333,26.41667
Seciu,45.53671,26.83534
Seciu,45.03275,26.06474
Seciu,44.80635,23.97851
Seci,45.18333,25.76667
Sechereșa,47.45258,22.74232
Seceani,45.97785,21.31967
Secături,45.2,24.06667
Secătura,46.91667,22.58333
Secășeni,45.17879,21.69613
Secășel,46.09504,23.80973
Secaș,46.22894,22.30461
Secaş,45.885,21.81917
Secăria,45.28333,25.68333
Secara,43.84369,25.08893
Secaci,46.57382,22.03895
Sebișești,46.34757,22.99418
Sebiș,47.00653,24.71662
Șebiș,46.61908,22.43228
Sebiş,46.36667,22.11667
Sebeșu de Sus,45.65302,24.35533
Sebeșu de Jos,45.65037,24.33646
Sebeșel,45.88771,23.56606
Sebeș,46.93202,24.86438
Sebeş,45.95646,23.571
Sebeș,45.72637,25.03126
Seaca de Pădure,44.36611,23.30587
Seaca de Câmp,43.93333,23.21667
Seaca,45.21973,24.35006
Seaca,44.96667,25.71667
Seaca,46.33111,26.50799
Seaca,45.26582,24.40987
Seaca,44.93039,23.74962
Seaca,44.71205,24.45107
Seaca,44.16667,24.75
Seaca,43.75,25.06667
Scutelnici,44.85,26.91667
Scutaru,46.10233,26.64048
Scutari,48.05982,26.7574
Scurtu-Slăvești,44.34788,25.25193
Scurtu Mare,44.35,25.26667
Scurtu,44.96947,23.63068
Scurtești,45.23759,25.90264
Scurtești,45.13829,26.90397
Scurta,46.66066,24.24955
Scurta,46.26133,27.01548
Scurta,45.91667,24.16667
Scundu,44.83333,24.2
Sculia,45.44429,21.43225
Sculenii Vechi,47.3,27.6
Sculeni,47.31542,27.60908
Scrioaştea,44.15,24.95
Scrind-Frăsinet,46.74578,22.9029
Scrind,46.75,22.9
Scrădoasa,45.71973,26.00773
Scrada,44.88591,23.65606
Scorușu,44.921,24.01394
Scorușu,44.70687,23.33356
Scorţoasa,45.36403,26.66116
Scorțeanca,44.94002,26.57872
Scorţeni,46.55,26.65
Scorţeni,45.1,25.85
Scorțaru Vechi,45.21886,27.75489
Scorţaru Nou,45.31667,27.6
Scoroșești,45.40436,26.56959
Scorniceşti,44.56667,24.55
Scorila,44.34804,23.08664
Scoreiu,45.75872,24.5323
Scorbura,44.51457,24.16193
Scoposeni,47.1325,27.41061
Scoposeni,46.92731,28.09604
Scoica,44.8,23.53333
Scobinţi,47.38333,26.93333
Scobâlţeni,47.2,27.28333
Scoarţa,44.78333,23.01667
Scoarța,46.43691,22.7687
Scoarţa,45.01667,23.45
Şcoala de Agricultură,45.91667,27.43333
Şcoala de Agricultură,45.48333,21.15
Şcoala de Agricultură,44.75,26.58333
Scoabe,46.81267,24.31215
Scârlenţea,45.05,25.43333
Scânteia,46.91667,27.56667
Scânteia,45.82272,27.02612
Scânteia,44.85,27.95
Scânteia,44.73404,27.46593
Scânteiești,45.68333,27.98333
Schiulești,45.28471,25.95403
Schitu-Zimbru,46.05,27.75
Schitu-Zghiaburi,45.06667,24.23333
Schitu Topolniței,44.75615,22.6237
Schitu-Tarcău,46.88333,26.13333
Schitu Tarcău,46.76296,26.18267
Schitu Stavnic,47.06637,27.39065
Schitu-Slătioarele,45.1,24.36667
Schitu Scoicești,44.81641,25.15053
Schitu-Sava,46.41667,26.58333
Schitu-Runcu,46.71667,26.7
Schitu Poienari,43.98881,25.47769
Schitu-Ostrov,45.23333,24.33333
Schitu-Matei,45.0954,24.55926
Schitu-Manu,44.65,24.26667
Schitu-Mănăileşti,45.03333,24.11667
Schitu Hadâmbului,47.01029,27.43573
Schitu-Goleşti,45.2,25.0
Schitu-Ghindaru,44.55,24.03333
Schitu-Găvanului,45.55,26.61667
Schitu Frumoasa,46.63541,26.48761
Schitu-Ezeru,45.2,24.23333
Schitu-Durău,47.03333,25.95
Schitu-Duca,47.03333,27.76667
Schitu din Vale,44.5074,24.23759
Schitu din Deal,44.50236,24.2302
Schitu Deleni,44.57274,24.34035
Schitu-Cozancea,47.76667,27.0
Schitu Coteşti,45.65,27.03333
Schitu Cornet,45.38333,24.31667
Schitu Buhu,45.78333,27.05
Schitu,45.11667,24.11667
Schitu,45.06667,24.23333
Schitu,45.03333,24.11667
Schitu,46.5,27.66667
Schitu,46.06667,27.26667
Schitu,44.98378,24.48244
Schitu,44.50907,23.5065
Schitu,44.35,24.56667
Schitu,44.14083,25.83667
Schitu,43.94279,28.62829
Schit-Orășeni,47.63948,26.68958
Văleni,46.59278,28.0625
Schiopăta,45.11667,25.63333
Schinteiești,44.70107,22.66723
Schinetea,46.86231,27.26043
Schineni,46.64194,26.94872
Schineni,46.20351,27.9529
Schineni,46.19356,27.10251
Schiau,44.99269,26.17934
Schiau,44.91667,24.8
Schela Mare,44.98333,25.65
Schela Cladovei,44.63025,22.61175
Schela,45.5,27.81667
Schela,45.16667,23.3
Schela,45.04227,25.84848
Schela,45.03036,25.47562
Scheiu-Duculeşti,45.08333,24.53333
Scheiu de Sus,44.95602,25.19317
Scheiu de Jos,44.9346,25.19986
Scheiu,45.45,26.73333
Scheia,46.6,28.16667
Scheia,47.65,26.23333
Scheia,47.11725,26.88153
Şcheia,46.93333,27.51667
Schei,45.28333,25.05
Scerus,44.95,23.98333
Scăuneşti,45.06667,23.85
Scaunele Cruşoviţei,44.68333,21.8
Scăueni,45.26388,24.44472
Scărlătești,44.97207,27.18087
Scărlătești,44.94784,27.39325
Scărișoara Nouă,47.61604,22.22924
Scărişoara,46.46667,22.85
Scărișoara,46.28305,27.1288
Scărișoara,45.22145,26.39205
Scărișoara,45.06126,24.22066
Scărişoara,45.03333,22.41667
Scărişoara,44.18333,26.4
Scărişoara,44.0,24.56667
Scăriga,46.39245,26.70181
Scăricica,46.94554,26.25887
Scăpău,44.46432,22.72373
Scăiuș,45.51767,21.91944
Scaioși,44.7964,24.2578
Scafari,45.90484,26.88853
Scăeşti,43.66667,25.46667
Scăeşti,44.46667,23.58333
Scăeni,45.39159,26.45059
Scăeni,45.01667,26.03333
Sboghițești,45.33104,24.8084
Sbârcea,44.28361,26.13333
Saxani,44.36667,25.83333
Săvuleşti,46.56667,23.35
Săvârşin,46.01667,22.23333
Săvinești,47.13558,25.89188
Săvineşti,46.85,26.46667
Săveşti,46.13333,22.78333
Săvești,47.27621,26.42931
Săvești,44.68888,25.62035
Săveni,47.95,26.86667
Săveni,47.39971,27.2481
Săveni,44.6,27.65
Săvăstreni,45.76285,24.9447
Săvădisla,46.68333,23.45
Sava,46.884,23.97126
Șăușa,46.50376,24.39615
Șăulița,46.66268,24.21505
Şăulia,46.63333,24.21667
Șăulești,45.86531,22.98826
Săuleşti,44.8,23.48333
Șaula,46.85182,23.07559
Săud,46.61977,22.49564
Săucești,46.61853,26.94141
Saucenița,47.89378,26.39724
Săucani,46.73391,22.26581
Săuca,47.46667,22.48333
Sauca,46.65268,27.60523
Șauaieu,46.93779,21.92473
Satu Vechi,45.48476,26.66355
Sat-Șugatag,47.79796,23.90637
Satu Poieni,44.62074,23.90984
Satu Nou de Sus,47.63333,23.63333
Satu Nou de Jos,47.6162,23.5685
Satu Nou Calopăr,44.16667,23.76667
Satu Nou,47.42197,26.71967
Satu Nou,46.73333,27.48333
Satu Nou,46.35,25.96667
Satu Nou,46.21667,26.43333
Satu Nou,46.18333,27.53333
Satu Nou,45.88948,27.09824
Satu Nou,45.65,27.16667
Satu Nou,44.95,27.38333
Satu Nou,44.95,25.41667
Satu Nou,43.91667,23.61667
Satu Nou,43.9,23.86667
Sat Nou,47.96903,26.84193
Satu Nou,47.32147,27.09555
Satu Nou,47.11013,24.62709
Satu Nou,47.01667,27.03333
Satu Nou,47.0,26.41667
Satu Nou,46.96352,27.81211
Satu Nou,46.93321,27.47977
Satu Nou,46.78408,27.80045
Satu Nou,46.76178,24.26678
Satu Nou,46.69608,27.74876
Satu Nou,46.65638,27.97719
Satu Nou,46.62758,27.23861
Satu Nou,46.62268,21.7028
Satu Nou,46.50346,27.16504
Gârciu,46.45616,25.78136
Satu Nou,46.45681,24.51225
Satu Nou,46.41667,27.8
Satu Nou,46.35806,28.15
Satu Nou,46.25,27.48333
Satu Nou,46.24447,26.65343
Satu Nou,46.14552,25.41712
Satu Nou,46.12771,27.03115
Satu Nou,46.04419,27.59661
Satu Nou,45.84477,27.31828
Satu Nou,45.76667,25.51667
Satu Nou,45.56667,27.63333
Satu Nou,45.42943,27.32954
Satu Nou,45.26667,26.75
Satu Nou,45.23333,26.85
Satu Nou,45.21667,27.03333
Satu Nou,45.2,26.98333
Satu Nou,45.06687,26.04143
Satu Nou,45.05,26.56667
Satu Nou,44.96667,27.06667
Satu Nou,44.9562,28.68408
Satu Nou,44.9576,26.53229
Satu Nou,44.92003,26.68082
Satu Nou,44.8194,26.83916
Satu Nou,44.76571,23.63394
Satu Nou,44.73333,25.96667
Satu Nou,44.68333,26.4
Satu Nou,44.61667,23.46667
Satu Nou,44.59622,25.47912
Satu Nou,44.55048,24.30326
Satu Nou,44.51985,26.74551
Satu Nou,44.48406,24.88626
Satu Nou,44.46667,24.38333
Satu Nou,44.38333,23.28333
Satu Nou,44.31371,22.99484
Satu Nou,44.26918,28.22579
Satu Nou,44.22165,24.89308
Satu Nou,44.16086,27.60588
Satu Nou,44.06131,25.63568
Satu Nou,44.03333,23.48333
Satu Nou,43.91667,23.7
Satu Nou,43.76847,24.31765
Satu Mic,47.57625,22.70235
Satu Mic,46.37297,25.19736
Satu Mic,45.63333,21.9
Satu Mare,47.83333,26.01667
Satu Mare,47.8,22.88333
Satu Mare,47.35961,25.61529
Satu Mare,46.34082,25.38378
Satu Mare,46.06628,20.95826
Satu Mare,44.57607,23.27645
Satul Vechi,44.0,23.48333
Satul Vechi,44.19305,25.02893
Satu-Lung,45.6141,25.71393
Satulung,47.56667,23.43333
Satu Lung,46.90876,23.60281
Satul Nou,45.36667,27.05
Satu de Sus,44.8454,25.89502
Sătucu,44.95481,26.29585
Sătucu,44.38427,26.58563
Sătuc,45.27867,26.67208
Sătuc,45.18561,27.15634
Sat Bătrân,45.23333,22.33333
Satu Barbă,47.29987,22.44636
Sătnoeni,45.0,27.56667
Satnoeni,44.23316,27.55107
Sătmărel,47.7347,22.79536
Săticu,45.3,26.25
Sătic,45.44291,25.17345
Săteni,44.97129,25.41683
Satchinez,45.9375,21.04056
Șașvereș,46.594,25.07419
Sasu,45.7,27.31667
Sasova,46.88255,27.58108
Săseşti,46.66667,25.5
Şasesprezece Februarie,44.46667,26.03333
Săsenii Noi,45.20567,26.69871
Săsenii Vechi,45.21809,26.68932
Săsenii pe Vale,45.1919,26.68162
Săseni,46.12779,27.93107
Săseni,44.78333,23.48333
Şase Martie,46.4,27.53333
Sălcioara,44.76667,28.88333
Sascut-Sat,46.18727,27.06851
Sascut,46.2,27.1
Săsciori,45.86667,23.58333
Săsciori,45.7598,24.95555
Sășcioara,44.8007,23.87074
Saschiz,46.18333,24.96667
Sasca Română,44.89234,21.72458
Sasca Nouă,47.45915,26.19334
Sasca Montană,44.88546,21.70915
Sasca Mică,47.43927,26.17888
Sasca Mare,47.43271,26.14166
Sasca-Cut,46.88333,26.43333
Săsăuşi,46.01667,26.2
Săsăuș,45.84901,24.60448
Săsarm,47.2117,24.21941
Săsar,47.64406,23.49869
Șasa,47.37563,23.63999
Șasa,46.32457,23.20775
Șasa,44.98395,23.39054
Sărvăzel,47.45597,22.41758
Săruleştii Noi,44.41667,26.65
Săruleştii de Jos,44.43333,26.68333
Sărulești-Gară,44.44444,26.6578
Săruleşti,45.5,26.75
Sărulești,44.91393,24.02493
Săruleşti,44.41667,26.65
Şaru Dornei,47.28333,25.35
Șaru Bucovinei,47.29054,25.34373
Saru,47.35,25.36667
Saru,44.80409,25.21277
Sartăş,46.39176,23.29737
Sărsig,47.23972,22.18718
Sărsănești,45.07521,23.97831
Șaroș pe Târnave,46.2,24.55
Sarmizegetusa,45.51667,22.78333
Sărmaşu,46.75,24.16667
Sărmășel-Gară,46.78535,24.20626
Sărmășel,46.76062,24.17885
Şărmăşag,47.35,22.83333
Sărmaş,46.88333,25.46667
Sărămaș,45.70618,26.04107
Sărişoru Mic,47.28333,25.35
Sărișoru Mare,47.2705,25.33258
Sărişor,47.35,25.36667
Sărișor,47.25969,25.31275
Şarânga,45.1,26.6
Sărindaru de Sus,44.68333,26.43333
Sărindaru de Jos,44.7,26.45
Sărindăreanca,44.56667,26.06667
Sarinasuf,45.01027,29.06355
Sările-Cătun,45.50279,26.77646
Sările,45.53304,26.75068
Sarighiol de Deal,44.6996,28.51383
Sarichioi,44.95,28.85
Sarica-Teliţeană,45.18333,28.5
Sarica,45.18333,28.48333
Săreni,45.48255,26.61672
Șardu Nirajului,46.54426,24.75286
Șardu,46.86159,23.39171
Sărdăneştii de Sus,44.9,22.88333
Sărdăneştii de Sus,44.76667,23.31667
Sărdăneştii de Jos,44.88333,22.88333
Sărdănești,44.87872,22.88816
Sărdănești,44.77086,23.36087
Șard,46.12814,23.5352
Sarcău,47.21083,22.15271
Sarca,47.65,24.66667
Sărbătoarea,44.299,23.65238
Şarba,46.26667,27.25
Şarba,45.85,24.16667
Sărăzani,45.73775,22.06262
Saravale,46.06929,20.74085
Sărăuad,47.47944,22.62559
Sărătura,47.62528,22.94277
Sărătura,46.13333,23.81667
Săratu,46.62442,28.23991
Sărăţile,45.2,26.1
Sărăţica,46.9,26.56667
Sărăţenii de Sus,46.2,27.95
Sărăţeni,46.58333,25.06667
Sărățeni,46.56247,25.01331
Sărățeni,46.1939,27.96055
Sărățeni,44.63422,26.92686
Sărățel,45.17316,26.08967
Sărățel,47.0523,24.41799
Sărata Nouă,46.76667,27.71667
Sărata-Nenciuleşti,45.15,26.63333
Sărata-Monteoru,45.14936,26.6415
Sărata-Mărgineanca,44.91667,26.66667
Sarata-Drăgușeni,48.07459,26.81858
Sarata-Basarab,47.94163,27.03967
Sărata,46.76667,27.71667
Sărata,45.11667,24.08333
Sarata,47.91526,27.07841
Sărata,47.69466,27.20867
Sărata,47.07346,24.4362
Sărata,47.05582,23.49632
Sărata,46.98838,26.38925
Sărata,46.5669,26.5524
Sărata,46.50249,26.86857
Sărata,45.74132,24.50772
Sărata,45.06031,26.60588
Sărata,43.77436,24.03351
Sarasău,47.9551,23.82874
Sărari,45.15,26.15
Sărari,45.19075,26.13442
Sărăreşti,44.93333,24.86667
Sărand,46.99829,22.12095
Saraiu,44.71667,28.15
Sarafinești,47.61708,26.6074
Sărădiș,46.70086,23.66349
Sărăcsău,45.94416,23.30884
Sărăceşti,44.46667,24.36667
Săpunari,44.97146,24.55884
Săpunari,44.50141,26.83665
Sapoveni,47.86667,26.81667
Săpoca-Gârlă,45.25,26.75
Săpoca,45.25,26.75
Săpânţa,47.96667,23.7
Săpâia,47.56667,23.48333
Săpata,43.88132,23.66481
Șapartoc,46.17225,24.85795
Şanţu Vechi,45.61667,25.7
Șanțu Florești,44.73171,26.21505
Santăul Mic,47.14248,21.83322
Santăul Mare,47.16743,21.83978
Santău,47.51667,22.51667
Șanț,47.45,24.9
Șanovița,45.79811,21.73048
Sanislău,47.63333,22.33333
Săndulița,44.4179,26.63314
Sănduleşti,46.58333,23.71667
Săndulești,45.02684,24.64849
Sănduleni,46.45,26.73333
Șandru,46.53733,24.21063
Șandra,47.55842,22.91451
Şandra,45.925,20.89028
Săndeni,47.43333,26.6
Sanatoriu Nifon,45.28333,26.58333
Sanatoriul Agigea,44.09279,28.64174
Sănătești,45.09502,23.13677
Samurcași,44.57548,25.92051
Şamşud,47.35,22.95
Samarineşti,44.75,23.05
Sămara,44.82574,24.71409
Sămăila,44.86554,25.09642
Salva,47.3,24.35
Săltănești,44.52706,24.43206
Salta,47.73741,24.17945
Sălsig,47.53333,23.3
Salonta,46.8,21.65
Sălnița,47.41159,23.67219
Săljani,45.45,23.41667
Săliştiuţ,44.7,21.85
Săliștioara,46.00407,22.82718
Saliște de Pomezeu,46.74736,22.29073
Sălişte de Vaşcău,46.43307,22.53914
Sălişte de Beiuş,46.65,22.45
Săliștea Veche,46.89361,23.46426
Săliștea Nouă,46.87322,23.4919
Săliştea de Sus,47.65,24.35
Săliştea-Deal,45.9,23.4
Săliștea,45.90744,23.39789
Săliștea,45.35384,24.13671
Săliștea,45.11716,24.44563
Săliștea,44.86662,24.60751
Săliște,47.49596,23.11222
Săliște,47.18827,22.23497
Săliște,46.65113,23.58432
Săliște,46.03473,22.91831
Sălişte,45.79633,23.88677
Săliște,44.59726,23.86548
Sălișca,47.21763,23.82374
Saligny,44.28111,28.09092
Sălicea,46.6757,23.52503
Săldăbagiu Mic,46.73869,22.15405
Săldăbagiu de Munte,47.0897,21.97552
Săldăbagiu de Barcău,47.30098,22.46352
Sălcuța,46.91738,24.30286
Sălcuţa,46.11667,27.3
Sălcuța,44.64374,25.58103
Sălcuţa,44.25,23.43333
Sălcuța,44.15986,23.70247
Sălcud,46.40755,24.17141
Sălciva,45.99463,22.41481
Sălciua Nouă,45.90237,21.50384
Sălciua de Sus,46.4,23.41667
Sălciua de Jos,46.3987,23.42132
Sălcioara,45.31667,24.76667
Sălcioara,46.34443,27.77317
Sălcioara,45.30874,27.17692
Sălcioara,45.11037,26.1894
Sălcioara,45.0,26.86667
Sălcioara,44.71667,25.58333
Sălcioara,44.63252,25.44709
Sălcioara,44.53333,26.88333
Sălcioara,44.20565,26.56449
Salcâmi,44.53333,27.71667
Sălciile,44.81667,26.48333
Sălciile,44.5,23.75
Salcia Veche,45.45734,27.30773
Salcia Tudor,45.36667,27.51667
Salcia Nouă,45.45684,27.34075
Salcia,45.69663,27.44177
Salcia,45.19177,26.6065
Salcia,45.18333,26.33333
Salcia,44.85331,28.08888
Salcia,44.48195,23.44645
Salcia,44.427,24.31419
Salcia,44.14083,22.92778
Salcia,43.95,24.91667
Sălceni,46.06499,27.56907
Sălceni,45.27444,28.76309
Salcea,47.65,26.36667
Șalcău,45.97185,24.34781
Sălbăgelu Nou,45.56705,22.06317
Sălbăgel,45.56768,22.03919
Sălătrucu de Jos,45.3,24.51667
Sălătrucu,45.33333,24.51667
Sălătruc,44.57373,23.09522
Sălătrucel,45.25,24.38333
Sălătruc,47.26334,23.88177
Sălătruc,46.34379,26.41762
Sălătruc,46.2384,22.88001
Salatiu,47.10018,23.93049
Sălăţig,47.36667,23.13333
Sălașuri,46.37551,24.77607
Sălaşu de Sus,45.51667,22.95
Sălașu de Jos,45.53348,22.97211
Sălaş,47.88333,25.3
Sălard,47.21667,22.05
Salard,46.95179,25.07192
Sălăgești,46.40066,23.08213
Sălăjeni,47.32042,22.9054
Sălăgeni,47.01097,28.02087
Sălăgeni,47.67626,26.39151
Sălacea,47.46667,22.31667
Saioci,44.94948,24.07592
Saidia,44.2,28.11667
Săhătenii de Sus,45.05,26.51667
Săhăteni,45.03333,26.51667
Sahastru,45.72721,26.68714
Saha,47.86667,26.01667
Şagu,46.05,21.28333
Sagna,46.98333,27.01667
